location,date,vaccine,total_vaccinations
France,2021-06-14,Oxford/AstraZeneca,5920215
France,2021-06-14,Pfizer/BioNTech,34750836
France,2021-06-15,Johnson&Johnson,467447
France,2021-06-15,Moderna,4172481
France,2021-06-15,Oxford/AstraZeneca,6002093
France,2021-06-15,Pfizer/BioNTech,35286563
France,2021-06-16,Johnson&Johnson,476183
France,2021-06-16,Moderna,4223915
France,2021-06-16,Oxford/AstraZeneca,6068932
France,2021-06-16,Pfizer/BioNTech,35827491
France,2021-06-17,Johnson&Johnson,486901
France,2021-06-17,Moderna,4286473
France,2021-06-17,Oxford/AstraZeneca,6172249
France,2021-06-17,Pfizer/BioNTech,36337024
France,2021-06-18,Johnson&Johnson,499172
France,2021-06-18,Moderna,4361911
France,2021-06-18,Oxford/AstraZeneca,6291918
France,2021-06-18,Pfizer/BioNTech,36890605
France,2021-06-19,Johnson&Johnson,504653
France,2021-06-19,Moderna,4411231
France,2021-06-19,Oxford/AstraZeneca,6332046
France,2021-06-19,Pfizer/BioNTech,37292537
France,2021-06-20,Johnson&Johnson,505269
France,2021-06-20,Moderna,4423997
France,2021-06-20,Oxford/AstraZeneca,6335512
France,2021-06-20,Pfizer/BioNTech,37450566
France,2021-06-21,Johnson&Johnson,510176
France,2021-06-21,Moderna,4484066
France,2021-06-21,Oxford/AstraZeneca,6375390
France,2021-06-21,Pfizer/BioNTech,37940562
France,2021-06-22,Johnson&Johnson,517893
France,2021-06-22,Moderna,4561844
France,2021-06-22,Oxford/AstraZeneca,6446308
France,2021-06-22,Pfizer/BioNTech,38471832
France,2021-06-23,Johnson&Johnson,524854
France,2021-06-23,Moderna,4633074
France,2021-06-23,Oxford/AstraZeneca,6497955
France,2021-06-23,Pfizer/BioNTech,39012852
France,2021-06-24,Johnson&Johnson,533346
France,2021-06-24,Moderna,4711585
France,2021-06-24,Oxford/AstraZeneca,6576341
France,2021-06-24,Pfizer/BioNTech,39495762
France,2021-06-25,Johnson&Johnson,543294
France,2021-06-25,Moderna,4805242
France,2021-06-25,Oxford/AstraZeneca,6667599
France,2021-06-25,Pfizer/BioNTech,40047462
France,2021-06-26,Johnson&Johnson,547948
France,2021-06-26,Moderna,4880762
France,2021-06-26,Oxford/AstraZeneca,6701283
France,2021-06-26,Pfizer/BioNTech,40456250
France,2021-06-27,Johnson&Johnson,548554
France,2021-06-27,Moderna,4912620
France,2021-06-27,Oxford/AstraZeneca,6705404
France,2021-06-27,Pfizer/BioNTech,40631098
France,2021-06-28,Johnson&Johnson,553135
France,2021-06-28,Moderna,4979480
France,2021-06-28,Oxford/AstraZeneca,6736350
France,2021-06-28,Pfizer/BioNTech,41134455
France,2021-06-29,Johnson&Johnson,559945
France,2021-06-29,Moderna,5059108
France,2021-06-29,Oxford/AstraZeneca,6793242
France,2021-06-29,Pfizer/BioNTech,41677281
France,2021-06-30,Johnson&Johnson,566393
France,2021-06-30,Moderna,5133075
France,2021-06-30,Oxford/AstraZeneca,6839069
France,2021-06-30,Pfizer/BioNTech,42232812
France,2021-07-01,Johnson&Johnson,574291
France,2021-07-01,Moderna,5213096
France,2021-07-01,Oxford/AstraZeneca,6905736
France,2021-07-01,Pfizer/BioNTech,42754326
France,2021-07-02,Johnson&Johnson,583510
France,2021-07-02,Moderna,5298951
France,2021-07-02,Oxford/AstraZeneca,6997365
France,2021-07-02,Pfizer/BioNTech,43305443
France,2021-07-03,Johnson&Johnson,588222
France,2021-07-03,Moderna,5367990
France,2021-07-03,Oxford/AstraZeneca,7029102
France,2021-07-03,Pfizer/BioNTech,43708534
France,2021-07-04,Johnson&Johnson,588800
France,2021-07-04,Moderna,5393215
France,2021-07-04,Oxford/AstraZeneca,7033460
France,2021-07-04,Pfizer/BioNTech,43875422
France,2021-07-05,Johnson&Johnson,593398
France,2021-07-05,Moderna,5431440
France,2021-07-05,Oxford/AstraZeneca,7067898
France,2021-07-05,Pfizer/BioNTech,44379517
France,2021-07-06,Johnson&Johnson,600881
France,2021-07-06,Moderna,5481931
France,2021-07-06,Oxford/AstraZeneca,7124841
France,2021-07-06,Pfizer/BioNTech,44930583
France,2021-07-07,Johnson&Johnson,607645
France,2021-07-07,Moderna,5529627
France,2021-07-07,Oxford/AstraZeneca,7168674
France,2021-07-07,Pfizer/BioNTech,45477861
France,2021-07-08,Johnson&Johnson,616631
France,2021-07-08,Moderna,5589195
France,2021-07-08,Oxford/AstraZeneca,7230448
France,2021-07-08,Pfizer/BioNTech,45998060
France,2021-07-09,Johnson&Johnson,626697
France,2021-07-09,Moderna,5670140
France,2021-07-09,Oxford/AstraZeneca,7300440
France,2021-07-09,Pfizer/BioNTech,46568747
France,2021-07-10,Johnson&Johnson,631175
France,2021-07-10,Moderna,5717007
France,2021-07-10,Oxford/AstraZeneca,7326050
France,2021-07-10,Pfizer/BioNTech,46977475
France,2021-07-11,Johnson&Johnson,631675
France,2021-07-11,Moderna,5722959
France,2021-07-11,Oxford/AstraZeneca,7329429
France,2021-07-11,Pfizer/BioNTech,47136825
France,2021-07-12,Johnson&Johnson,637316
France,2021-07-12,Moderna,5772863
France,2021-07-12,Oxford/AstraZeneca,7353884
France,2021-07-12,Pfizer/BioNTech,47699010
France,2021-07-13,Johnson&Johnson,651344
France,2021-07-13,Moderna,5862910
France,2021-07-13,Oxford/AstraZeneca,7390156
France,2021-07-13,Pfizer/BioNTech,48368583
France,2021-07-14,Johnson&Johnson,653405
France,2021-07-14,Moderna,5872793
France,2021-07-14,Oxford/AstraZeneca,7392942
France,2021-07-14,Pfizer/BioNTech,48688884
France,2021-07-15,Johnson&Johnson,671387
France,2021-07-15,Moderna,5966564
France,2021-07-15,Oxford/AstraZeneca,7425467
France,2021-07-15,Pfizer/BioNTech,49387463
France,2021-07-16,Johnson&Johnson,693934
France,2021-07-16,Moderna,6086160
France,2021-07-16,Oxford/AstraZeneca,7466766
France,2021-07-16,Pfizer/BioNTech,50072564
France,2021-07-17,Johnson&Johnson,703464
France,2021-07-17,Moderna,6141352
France,2021-07-17,Oxford/AstraZeneca,7481489
France,2021-07-17,Pfizer/BioNTech,50568766
France,2021-07-18,Johnson&Johnson,704728
France,2021-07-18,Moderna,6152230
France,2021-07-18,Oxford/AstraZeneca,7484300
France,2021-07-18,Pfizer/BioNTech,50777252
France,2021-07-19,Johnson&Johnson,717450
France,2021-07-19,Moderna,6213507
France,2021-07-19,Oxford/AstraZeneca,7502722
France,2021-07-19,Pfizer/BioNTech,51389496
France,2021-07-20,Johnson&Johnson,734536
France,2021-07-20,Moderna,6309470
France,2021-07-20,Oxford/AstraZeneca,7531608
France,2021-07-20,Pfizer/BioNTech,52071123
France,2021-07-21,Johnson&Johnson,749836
France,2021-07-21,Moderna,6388971
France,2021-07-21,Oxford/AstraZeneca,7552908
France,2021-07-21,Pfizer/BioNTech,52753258
France,2021-07-22,Johnson&Johnson,767795
France,2021-07-22,Moderna,6485589
France,2021-07-22,Oxford/AstraZeneca,7582446
France,2021-07-22,Pfizer/BioNTech,53432114
France,2021-07-23,Johnson&Johnson,787856
France,2021-07-23,Moderna,6602153
France,2021-07-23,Oxford/AstraZeneca,7615018
France,2021-07-23,Pfizer/BioNTech,54116456
France,2021-07-24,Johnson&Johnson,796885
France,2021-07-24,Moderna,6659286
France,2021-07-24,Oxford/AstraZeneca,7622791
France,2021-07-24,Pfizer/BioNTech,54593836
France,2021-07-25,Johnson&Johnson,798077
France,2021-07-25,Moderna,6668437
France,2021-07-25,Oxford/AstraZeneca,7624303
France,2021-07-25,Pfizer/BioNTech,54781330
France,2021-07-26,Johnson&Johnson,808698
France,2021-07-26,Moderna,6726471
France,2021-07-26,Oxford/AstraZeneca,7635834
France,2021-07-26,Pfizer/BioNTech,55365664
France,2021-07-27,Johnson&Johnson,822825
France,2021-07-27,Moderna,6822652
France,2021-07-27,Oxford/AstraZeneca,7653870
France,2021-07-27,Pfizer/BioNTech,56012935
France,2021-07-28,Johnson&Johnson,835110
France,2021-07-28,Moderna,6903700
France,2021-07-28,Oxford/AstraZeneca,7666861
France,2021-07-28,Pfizer/BioNTech,56646689
France,2021-07-29,Johnson&Johnson,848808
France,2021-07-29,Moderna,7003974
France,2021-07-29,Oxford/AstraZeneca,7683758
France,2021-07-29,Pfizer/BioNTech,57274501
France,2021-07-30,Johnson&Johnson,863916
France,2021-07-30,Moderna,7114945
France,2021-07-30,Oxford/AstraZeneca,7702903
France,2021-07-30,Pfizer/BioNTech,57883686
France,2021-07-31,Johnson&Johnson,870454
France,2021-07-31,Moderna,7165120
France,2021-07-31,Oxford/AstraZeneca,7706986
France,2021-07-31,Pfizer/BioNTech,58289117
France,2021-08-01,Johnson&Johnson,871212
France,2021-08-01,Moderna,7172480
France,2021-08-01,Oxford/AstraZeneca,7707514
France,2021-08-01,Pfizer/BioNTech,58437795
France,2021-08-02,Johnson&Johnson,878244
France,2021-08-02,Moderna,7223322
France,2021-08-02,Oxford/AstraZeneca,7712993
France,2021-08-02,Pfizer/BioNTech,58927674
France,2021-08-03,Johnson&Johnson,888072
France,2021-08-03,Moderna,7306513
France,2021-08-03,Oxford/AstraZeneca,7720988
France,2021-08-03,Pfizer/BioNTech,59457494
France,2021-08-04,Johnson&Johnson,896712
France,2021-08-04,Moderna,7373048
France,2021-08-04,Oxford/AstraZeneca,7726239
France,2021-08-04,Pfizer/BioNTech,59960214
France,2021-08-05,Johnson&Johnson,905577
France,2021-08-05,Moderna,7458075
France,2021-08-05,Oxford/AstraZeneca,7730339
France,2021-08-05,Pfizer/BioNTech,60446974
France,2021-08-06,Johnson&Johnson,914996
France,2021-08-06,Moderna,7557257
France,2021-08-06,Oxford/AstraZeneca,7735510
France,2021-08-06,Pfizer/BioNTech,60954403
France,2021-08-07,Johnson&Johnson,919411
France,2021-08-07,Moderna,7599212
France,2021-08-07,Oxford/AstraZeneca,7737594
France,2021-08-07,Pfizer/BioNTech,61292721
France,2021-08-08,Johnson&Johnson,920087
France,2021-08-08,Moderna,7606457
France,2021-08-08,Oxford/AstraZeneca,7738058
France,2021-08-08,Pfizer/BioNTech,61418679
France,2021-08-09,Johnson&Johnson,925423
France,2021-08-09,Moderna,7655922
France,2021-08-09,Oxford/AstraZeneca,7740788
France,2021-08-09,Pfizer/BioNTech,61870989
France,2021-08-10,Johnson&Johnson,933390
France,2021-08-10,Moderna,7733339
France,2021-08-10,Oxford/AstraZeneca,7744943
France,2021-08-10,Pfizer/BioNTech,62357007
France,2021-08-11,Johnson&Johnson,940667
France,2021-08-11,Moderna,7792796
France,2021-08-11,Oxford/AstraZeneca,7747848
France,2021-08-11,Pfizer/BioNTech,62819339
France,2021-08-12,Johnson&Johnson,948285
France,2021-08-12,Moderna,7868797
France,2021-08-12,Oxford/AstraZeneca,7750681
France,2021-08-12,Pfizer/BioNTech,63272214
Germany,2020-12-27,Johnson&Johnson,0
Germany,2020-12-27,Moderna,2
Germany,2020-12-27,Oxford/AstraZeneca,0
Germany,2020-12-27,Pfizer/BioNTech,24087
Germany,2020-12-28,Johnson&Johnson,0
Germany,2020-12-28,Moderna,2
Germany,2020-12-28,Oxford/AstraZeneca,0
Germany,2020-12-28,Pfizer/BioNTech,42081
Germany,2020-12-29,Johnson&Johnson,0
Germany,2020-12-29,Moderna,2
Germany,2020-12-29,Oxford/AstraZeneca,1
Germany,2020-12-29,Pfizer/BioNTech,92095
Germany,2020-12-30,Johnson&Johnson,0
Germany,2020-12-30,Moderna,2
Germany,2020-12-30,Oxford/AstraZeneca,1
Germany,2020-12-30,Pfizer/BioNTech,155588
Germany,2020-12-31,Johnson&Johnson,0
Germany,2020-12-31,Moderna,2
Germany,2020-12-31,Oxford/AstraZeneca,1
Germany,2020-12-31,Pfizer/BioNTech,205278
Germany,2021-01-01,Johnson&Johnson,0
Germany,2021-01-01,Moderna,7
Germany,2021-01-01,Oxford/AstraZeneca,4
Germany,2021-01-01,Pfizer/BioNTech,230623
Germany,2021-01-02,Johnson&Johnson,0
Germany,2021-01-02,Moderna,7
Germany,2021-01-02,Oxford/AstraZeneca,4
Germany,2021-01-02,Pfizer/BioNTech,278571
Germany,2021-01-03,Johnson&Johnson,0
Germany,2021-01-03,Moderna,8
Germany,2021-01-03,Oxford/AstraZeneca,4
Germany,2021-01-03,Pfizer/BioNTech,300982
Germany,2021-01-04,Johnson&Johnson,0
Germany,2021-01-04,Moderna,9
Germany,2021-01-04,Oxford/AstraZeneca,4
Germany,2021-01-04,Pfizer/BioNTech,346824
Germany,2021-01-05,Johnson&Johnson,0
Germany,2021-01-05,Moderna,10
Germany,2021-01-05,Oxford/AstraZeneca,4
Germany,2021-01-05,Pfizer/BioNTech,399049
Germany,2021-01-06,Johnson&Johnson,0
Germany,2021-01-06,Moderna,16
Germany,2021-01-06,Oxford/AstraZeneca,7
Germany,2021-01-06,Pfizer/BioNTech,461552
Germany,2021-01-07,Johnson&Johnson,0
Germany,2021-01-07,Moderna,19
Germany,2021-01-07,Oxford/AstraZeneca,9
Germany,2021-01-07,Pfizer/BioNTech,516131
Germany,2021-01-08,Johnson&Johnson,0
Germany,2021-01-08,Moderna,70
Germany,2021-01-08,Oxford/AstraZeneca,10
Germany,2021-01-08,Pfizer/BioNTech,578294
Germany,2021-01-09,Johnson&Johnson,0
Germany,2021-01-09,Moderna,73
Germany,2021-01-09,Oxford/AstraZeneca,11
Germany,2021-01-09,Pfizer/BioNTech,638295
Germany,2021-01-10,Johnson&Johnson,0
Germany,2021-01-10,Moderna,81
Germany,2021-01-10,Oxford/AstraZeneca,11
Germany,2021-01-10,Pfizer/BioNTech,674020
Germany,2021-01-11,Johnson&Johnson,0
Germany,2021-01-11,Moderna,95
Germany,2021-01-11,Oxford/AstraZeneca,13
Germany,2021-01-11,Pfizer/BioNTech,741817
Germany,2021-01-12,Johnson&Johnson,0
Germany,2021-01-12,Moderna,110
Germany,2021-01-12,Oxford/AstraZeneca,14
Germany,2021-01-12,Pfizer/BioNTech,820348
Germany,2021-01-13,Johnson&Johnson,0
Germany,2021-01-13,Moderna,1278
Germany,2021-01-13,Oxford/AstraZeneca,14
Germany,2021-01-13,Pfizer/BioNTech,930401
Germany,2021-01-14,Johnson&Johnson,0
Germany,2021-01-14,Moderna,6427
Germany,2021-01-14,Oxford/AstraZeneca,14
Germany,2021-01-14,Pfizer/BioNTech,1008827
Germany,2021-01-15,Johnson&Johnson,0
Germany,2021-01-15,Moderna,11693
Germany,2021-01-15,Oxford/AstraZeneca,19
Germany,2021-01-15,Pfizer/BioNTech,1094536
Germany,2021-01-16,Johnson&Johnson,0
Germany,2021-01-16,Moderna,13372
Germany,2021-01-16,Oxford/AstraZeneca,20
Germany,2021-01-16,Pfizer/BioNTech,1150330
Germany,2021-01-17,Johnson&Johnson,1
Germany,2021-01-17,Moderna,14633
Germany,2021-01-17,Oxford/AstraZeneca,21
Germany,2021-01-17,Pfizer/BioNTech,1196409
Germany,2021-01-18,Johnson&Johnson,1
Germany,2021-01-18,Moderna,18775
Germany,2021-01-18,Oxford/AstraZeneca,22
Germany,2021-01-18,Pfizer/BioNTech,1274481
Germany,2021-01-19,Johnson&Johnson,1
Germany,2021-01-19,Moderna,22442
Germany,2021-01-19,Oxford/AstraZeneca,31
Germany,2021-01-19,Pfizer/BioNTech,1389815
Germany,2021-01-20,Johnson&Johnson,1
Germany,2021-01-20,Moderna,25184
Germany,2021-01-20,Oxford/AstraZeneca,34
Germany,2021-01-20,Pfizer/BioNTech,1518520
Germany,2021-01-21,Johnson&Johnson,1
Germany,2021-01-21,Moderna,27924
Germany,2021-01-21,Oxford/AstraZeneca,35
Germany,2021-01-21,Pfizer/BioNTech,1620622
Germany,2021-01-22,Johnson&Johnson,1
Germany,2021-01-22,Moderna,30110
Germany,2021-01-22,Oxford/AstraZeneca,43
Germany,2021-01-22,Pfizer/BioNTech,1719820
Germany,2021-01-23,Johnson&Johnson,1
Germany,2021-01-23,Moderna,30463
Germany,2021-01-23,Oxford/AstraZeneca,46
Germany,2021-01-23,Pfizer/BioNTech,1805812
Germany,2021-01-24,Johnson&Johnson,1
Germany,2021-01-24,Moderna,30661
Germany,2021-01-24,Oxford/AstraZeneca,50
Germany,2021-01-24,Pfizer/BioNTech,1852735
Germany,2021-01-25,Johnson&Johnson,1
Germany,2021-01-25,Moderna,32077
Germany,2021-01-25,Oxford/AstraZeneca,53
Germany,2021-01-25,Pfizer/BioNTech,1942085
Germany,2021-01-26,Johnson&Johnson,1
Germany,2021-01-26,Moderna,33511
Germany,2021-01-26,Oxford/AstraZeneca,60
Germany,2021-01-26,Pfizer/BioNTech,2038085
Germany,2021-01-27,Johnson&Johnson,2
Germany,2021-01-27,Moderna,35297
Germany,2021-01-27,Oxford/AstraZeneca,68
Germany,2021-01-27,Pfizer/BioNTech,2145323
Germany,2021-01-28,Johnson&Johnson,2
Germany,2021-01-28,Moderna,36925
Germany,2021-01-28,Oxford/AstraZeneca,71
Germany,2021-01-28,Pfizer/BioNTech,2236179
Germany,2021-01-29,Johnson&Johnson,2
Germany,2021-01-29,Moderna,38405
Germany,2021-01-29,Oxford/AstraZeneca,78
Germany,2021-01-29,Pfizer/BioNTech,2342435
Germany,2021-01-30,Johnson&Johnson,2
Germany,2021-01-30,Moderna,39285
Germany,2021-01-30,Oxford/AstraZeneca,80
Germany,2021-01-30,Pfizer/BioNTech,2429560
Germany,2021-01-31,Johnson&Johnson,2
Germany,2021-01-31,Moderna,39661
Germany,2021-01-31,Oxford/AstraZeneca,85
Germany,2021-01-31,Pfizer/BioNTech,2485987
Germany,2021-02-01,Johnson&Johnson,2
Germany,2021-02-01,Moderna,41869
Germany,2021-02-01,Oxford/AstraZeneca,136
Germany,2021-02-01,Pfizer/BioNTech,2603152
Germany,2021-02-02,Johnson&Johnson,2
Germany,2021-02-02,Moderna,44931
Germany,2021-02-02,Oxford/AstraZeneca,149
Germany,2021-02-02,Pfizer/BioNTech,2732300
Germany,2021-02-03,Johnson&Johnson,2
Germany,2021-02-03,Moderna,51258
Germany,2021-02-03,Oxford/AstraZeneca,175
Germany,2021-02-03,Pfizer/BioNTech,2887875
Germany,2021-02-04,Johnson&Johnson,2
Germany,2021-02-04,Moderna,57090
Germany,2021-02-04,Oxford/AstraZeneca,180
Germany,2021-02-04,Pfizer/BioNTech,3015927
Germany,2021-02-05,Johnson&Johnson,2
Germany,2021-02-05,Moderna,63538
Germany,2021-02-05,Oxford/AstraZeneca,188
Germany,2021-02-05,Pfizer/BioNTech,3156234
Germany,2021-02-06,Johnson&Johnson,2
Germany,2021-02-06,Moderna,66164
Germany,2021-02-06,Oxford/AstraZeneca,189
Germany,2021-02-06,Pfizer/BioNTech,3247278
Germany,2021-02-07,Johnson&Johnson,3
Germany,2021-02-07,Moderna,68490
Germany,2021-02-07,Oxford/AstraZeneca,191
Germany,2021-02-07,Pfizer/BioNTech,3298258
Germany,2021-02-08,Johnson&Johnson,4
Germany,2021-02-08,Moderna,72313
Germany,2021-02-08,Oxford/AstraZeneca,219
Germany,2021-02-08,Pfizer/BioNTech,3403280
Germany,2021-02-09,Johnson&Johnson,4
Germany,2021-02-09,Moderna,75747
Germany,2021-02-09,Oxford/AstraZeneca,332
Germany,2021-02-09,Pfizer/BioNTech,3533727
Germany,2021-02-10,Johnson&Johnson,4
Germany,2021-02-10,Moderna,79983
Germany,2021-02-10,Oxford/AstraZeneca,8670
Germany,2021-02-10,Pfizer/BioNTech,3675566
Germany,2021-02-11,Johnson&Johnson,6
Germany,2021-02-11,Moderna,87249
Germany,2021-02-11,Oxford/AstraZeneca,24988
Germany,2021-02-11,Pfizer/BioNTech,3795727
Germany,2021-02-12,Johnson&Johnson,9
Germany,2021-02-12,Moderna,96546
Germany,2021-02-12,Oxford/AstraZeneca,39217
Germany,2021-02-12,Pfizer/BioNTech,3927306
Germany,2021-02-13,Johnson&Johnson,10
Germany,2021-02-13,Moderna,99803
Germany,2021-02-13,Oxford/AstraZeneca,52566
Germany,2021-02-13,Pfizer/BioNTech,4018020
Germany,2021-02-14,Johnson&Johnson,11
Germany,2021-02-14,Moderna,102277
Germany,2021-02-14,Oxford/AstraZeneca,59809
Germany,2021-02-14,Pfizer/BioNTech,4073477
Germany,2021-02-15,Johnson&Johnson,12
Germany,2021-02-15,Moderna,107544
Germany,2021-02-15,Oxford/AstraZeneca,75265
Germany,2021-02-15,Pfizer/BioNTech,4178017
Germany,2021-02-16,Johnson&Johnson,13
Germany,2021-02-16,Moderna,113695
Germany,2021-02-16,Oxford/AstraZeneca,94858
Germany,2021-02-16,Pfizer/BioNTech,4286285
Germany,2021-02-17,Johnson&Johnson,14
Germany,2021-02-17,Moderna,121693
Germany,2021-02-17,Oxford/AstraZeneca,115610
Germany,2021-02-17,Pfizer/BioNTech,4408288
Germany,2021-02-18,Johnson&Johnson,15
Germany,2021-02-18,Moderna,129917
Germany,2021-02-18,Oxford/AstraZeneca,139454
Germany,2021-02-18,Pfizer/BioNTech,4520479
Germany,2021-02-19,Johnson&Johnson,16
Germany,2021-02-19,Moderna,139878
Germany,2021-02-19,Oxford/AstraZeneca,166876
Germany,2021-02-19,Pfizer/BioNTech,4641465
Germany,2021-02-20,Johnson&Johnson,17
Germany,2021-02-20,Moderna,144342
Germany,2021-02-20,Oxford/AstraZeneca,188076
Germany,2021-02-20,Pfizer/BioNTech,4727851
Germany,2021-02-21,Johnson&Johnson,18
Germany,2021-02-21,Moderna,147983
Germany,2021-02-21,Oxford/AstraZeneca,203692
Germany,2021-02-21,Pfizer/BioNTech,4794356
Germany,2021-02-22,Johnson&Johnson,19
Germany,2021-02-22,Moderna,156973
Germany,2021-02-22,Oxford/AstraZeneca,227309
Germany,2021-02-22,Pfizer/BioNTech,4917044
Germany,2021-02-23,Johnson&Johnson,20
Germany,2021-02-23,Moderna,164182
Germany,2021-02-23,Oxford/AstraZeneca,256167
Germany,2021-02-23,Pfizer/BioNTech,5050821
Germany,2021-02-24,Johnson&Johnson,21
Germany,2021-02-24,Moderna,171792
Germany,2021-02-24,Oxford/AstraZeneca,292816
Germany,2021-02-24,Pfizer/BioNTech,5182248
Germany,2021-02-25,Johnson&Johnson,21
Germany,2021-02-25,Moderna,178551
Germany,2021-02-25,Oxford/AstraZeneca,343667
Germany,2021-02-25,Pfizer/BioNTech,5313589
Germany,2021-02-26,Johnson&Johnson,21
Germany,2021-02-26,Moderna,187384
Germany,2021-02-26,Oxford/AstraZeneca,406484
Germany,2021-02-26,Pfizer/BioNTech,5454385
Germany,2021-02-27,Johnson&Johnson,21
Germany,2021-02-27,Moderna,191466
Germany,2021-02-27,Oxford/AstraZeneca,457468
Germany,2021-02-27,Pfizer/BioNTech,5547038
Germany,2021-02-28,Johnson&Johnson,22
Germany,2021-02-28,Moderna,195421
Germany,2021-02-28,Oxford/AstraZeneca,495070
Germany,2021-02-28,Pfizer/BioNTech,5608317
Germany,2021-03-01,Johnson&Johnson,22
Germany,2021-03-01,Moderna,205044
Germany,2021-03-01,Oxford/AstraZeneca,553404
Germany,2021-03-01,Pfizer/BioNTech,5738602
Germany,2021-03-02,Johnson&Johnson,22
Germany,2021-03-02,Moderna,215038
Germany,2021-03-02,Oxford/AstraZeneca,622223
Germany,2021-03-02,Pfizer/BioNTech,5878798
Germany,2021-03-03,Johnson&Johnson,22
Germany,2021-03-03,Moderna,229987
Germany,2021-03-03,Oxford/AstraZeneca,696572
Germany,2021-03-03,Pfizer/BioNTech,6036602
Germany,2021-03-04,Johnson&Johnson,22
Germany,2021-03-04,Moderna,244453
Germany,2021-03-04,Oxford/AstraZeneca,785692
Germany,2021-03-04,Pfizer/BioNTech,6177859
Germany,2021-03-05,Johnson&Johnson,23
Germany,2021-03-05,Moderna,257818
Germany,2021-03-05,Oxford/AstraZeneca,898673
Germany,2021-03-05,Pfizer/BioNTech,6325808
Germany,2021-03-06,Johnson&Johnson,23
Germany,2021-03-06,Moderna,266258
Germany,2021-03-06,Oxford/AstraZeneca,982694
Germany,2021-03-06,Pfizer/BioNTech,6435036
Germany,2021-03-07,Johnson&Johnson,23
