Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
01/02/2022,Delhi,29702299,707095,1521,17022432,12387451,16855097,12544578,10184,6826432,22783216,92651,1414,19877056,6071187,2920315,0,0,0,0,0,0
01/02/2022,Jharkhand,34805946,1404838,2208,21618139,13035351,17636378,17008809,8288,5932992,28862439,10515,2713,22105919,7326374,4327117,0,0,0,0,0,0
01/02/2022,Telangana,54410771,7067362,3328,30295979,23823173,27279605,26828816,10704,7588043,46679397,143331,4591,32786185,12814569,7544503,0,0,0,0,0,0
01/02/2022,Haryana,39366963,2847677,2036,22510290,16706592,21490774,17717556,8542,6553215,32731812,81936,1381,24962085,7954686,5492017,0,0,0,0,0,0
01/02/2022,Jharkhand,34805946,1404838,2208,21618139,13035351,17636378,17008809,8288,5932992,28862439,10515,2713,22105919,7326374,4327117,0,0,0,0,0,0
01/02/2022,Kerala,51039670,1461125,1350,27908128,22539823,24075979,26357903,14036,5637945,45329975,71750,3036,24313320,13929706,11707266,0,0,0,0,0,0
01/02/2022,Meghalaya,2292931,231914,416,1339513,933556,1174083,1098686,300,48189,2244742,0,319,1571494,494801,187702,0,0,0,0,0,0
01/02/2022,Arunachal Pradesh,1574299,31104,69,875759,681606,853300,703724,341,49055,1525244,0,297,1061220,345211,130928,0,0,0,0,0,0
01/02/2022,Ladakh,422020,4673,29,225746,177696,230936,172457,47,10869,411151,0,20,260312,82843,70694,0,0,0,0,0,0
01/02/2022,Chhattisgarh,33996914,4854626,3218,19333258,14411034,16714789,17025012,4481,4843766,29143429,9719,905,19732542,8743500,4485206,0,0,0,0,0,0
01/02/2022,Andhra Pradesh,80962112,7427123,3733,42874531,37134859,38472540,41520937,15856,14096540,66801912,63660,800,42587532,23616004,12142046,0,0,0,0,0,0
01/02/2022,Chhattisgarh,33996914,4854626,3218,19333258,14411034,16714789,17025012,4481,4843766,29143429,9719,905,19732542,8743500,4485206,0,0,0,0,0,0
01/02/2022,Karnataka,95776340,8576446,6130,51702017,43293296,47969173,47009235,16836,13987973,81675905,112462,4412,56365512,22701493,14371100,0,0,0,0,0,0
01/02/2022,Rajasthan,93763394,5838196,7129,52651691,40191304,47670368,45152570,19908,13324921,80420146,18327,914,55486486,20148227,15105618,0,0,0,0,0,0
01/02/2022,Jammu and Kashmir,20531794,985525,1366,10495038,9849474,11226622,9114096,3789,1887459,18644335,0,286,12301281,4889529,2688472,0,0,0,0,0,0
01/02/2022,Chandigarh,1978297,33000,71,1112298,849257,1120847,840352,356,60841,1917456,0,178,1299910,420611,219584,0,0,0,0,0,0
01/02/2022,Dadra and Nagar Haveli and Daman and Diu,1323155,49055,86,750440,567109,882920,434349,279,40600,1282555,0,0,137,1017534,206836,0,0,0,0,0,0
01/02/2022,West Bengal,122571219,3417684,5073,69414158,52167285,59771801,61787413,22106,15078803,107408195,84221,4533,69929915,31533721,18100635,0,0,0,0,0,0
01/02/2022,Lakshadweep,115025,17240,10,59381,53669,60310,52734,6,3639,111386,0,17,64975,30232,17016,0,0,0,0,0,0
01/02/2022,Tripura,4956728,652109,627,2743216,2167570,2496141,2413889,753,259862,4696866,0,232,2696369,1422352,721915,0,0,0,0,0,0
01/02/2022,Uttarakhand,16129608,1138093,1287,8473702,7402299,8142152,7727380,6457,1647275,14478239,4094,549,9964751,3320731,2405172,0,0,0,0,0,0
01/02/2022,Goa,2571056,87757,78,1382044,1168284,1419971,1130087,266,105101,2465955,0,632,1527228,592240,400017,0,0,0,0,0,0
01/02/2022,Maharashtra,148570046,5652709,7577,86319603,61313222,78911293,68690710,30757,21518842,126788954,262250,6013,86917148,34377973,24054627,0,0,0,0,0,0
01/02/2022,Puducherry,1537187,173185,59,922209,606942,738856,789972,323,42461,1494726,0,29,867182,390541,238994,0,0,0,0,0,0
01/02/2022,Delhi,29702299,707095,1521,17022432,12387451,16855097,12544578,10184,6826432,22783216,92651,1414,19877056,6071187,2920315,0,0,0,0,0,0
01/02/2022,Jammu and Kashmir,20531794,985525,1366,10495038,9849474,11226622,9114096,3789,1887459,18644335,0,286,12301281,4889529,2688472,0,0,0,0,0,0
01/02/2022,Punjab,33955649,5203113,3555,20095595,13648201,18050203,15689001,4587,4113553,29826869,15227,407,19786029,8214172,5482006,0,0,0,0,0,0
01/02/2022,Uttar Pradesh,263225739,36083958,17298,157696359,104073775,135198989,126464486,106382,41525764,221646255,53720,2260,165543534,56145115,31744541,0,0,0,0,0,0
01/02/2022,Telangana,54410771,7067362,3328,30295979,23823173,27279605,26828816,10704,7588043,46679397,143331,4591,32786185,12814569,7544503,0,0,0,0,0,0
01/02/2022,Ladakh,422020,4673,29,225746,177696,230936,172457,47,10869,411151,0,20,260312,82843,70694,0,0,0,0,0,0
01/02/2022,Delhi,29702299,707095,1521,17022432,12387451,16855097,12544578,10184,6826432,22783216,92651,1414,19877056,6071187,2920315,0,0,0,0,0,0
01/02/2022,Manipur,2520575,174264,269,1435028,1053375,1283476,1204302,625,71463,2446727,2385,169,1512215,613719,335715,0,0,0,0,0,0
01/02/2022,Mizoram,1441963,22555,24,810536,612521,714546,708231,279,46342,1395621,0,1227,895185,315070,188806,0,0,0,0,0,0
01/02/2022,Punjab,33955649,5203113,3555,20095595,13648201,18050203,15689001,4587,4113553,29826869,15227,407,19786029,8214172,5482006,0,0,0,0,0,0
01/02/2022,Himachal Pradesh,11952650,96562,406,6282124,5566291,6104201,5741425,2784,405056,11544620,2974,810,6716707,2902586,2024909,0,0,0,0,0,0
01/02/2022,Dadra and Nagar Haveli and Daman and Diu,1323155,49055,86,750440,567109,882920,434349,279,40600,1282555,0,0,137,1017534,206836,0,0,0,0,0,0
01/02/2022,Lakshadweep,115025,17240,10,59381,53669,60310,52734,6,3639,111386,0,17,64975,30232,17016,0,0,0,0,0,0
01/02/2022,Madhya Pradesh,109745224,2088791,4184,57436786,51612668,56803644,52221358,24413,16312801,93410056,22367,2843,68965057,23311872,13477539,0,0,0,0,0,0
01/02/2022,Kerala,51039670,1461125,1350,27908128,22539823,24075979,26357903,14036,5637945,45329975,71750,3036,24313320,13929706,11707266,0,0,0,0,0,0
01/02/2022,Uttarakhand,16129608,1138093,1287,8473702,7402299,8142152,7727380,6457,1647275,14478239,4094,549,9964751,3320731,2405172,0,0,0,0,0,0
01/02/2022,Arunachal Pradesh,1574299,31104,69,875759,681606,853300,703724,341,49055,1525244,0,297,1061220,345211,130928,0,0,0,0,0,0
01/02/2022,Jammu and Kashmir,20531794,985525,1366,10495038,9849474,11226622,9114096,3789,1887459,18644335,0,286,12301281,4889529,2688472,0,0,0,0,0,0
01/02/2022,Arunachal Pradesh,1574299,31104,69,875759,681606,853300,703724,341,49055,1525244,0,297,1061220,345211,130928,0,0,0,0,0,0
01/02/2022,Goa,2571056,87757,78,1382044,1168284,1419971,1130087,266,105101,2465955,0,632,1527228,592240,400017,0,0,0,0,0,0
01/02/2022,Tripura,4956728,652109,627,2743216,2167570,2496141,2413889,753,259862,4696866,0,232,2696369,1422352,721915,0,0,0,0,0,0
01/02/2022,Karnataka,95776340,8576446,6130,51702017,43293296,47969173,47009235,16836,13987973,81675905,112462,4412,56365512,22701493,14371100,0,0,0,0,0,0
01/02/2022,Odisha,57298577,2437224,2310,32091212,24730615,27965093,28843074,13622,8099019,49193604,5954,872,32651508,14021268,9081711,0,0,0,0,0,0
01/02/2022,Kerala,51039670,1461125,1350,27908128,22539823,24075979,26357903,14036,5637945,45329975,71750,3036,24313320,13929706,11707266,0,0,0,0,0,0
01/02/2022,Manipur,2520575,174264,269,1435028,1053375,1283476,1204302,625,71463,2446727,2385,169,1512215,613719,335715,0,0,0,0,0,0
01/02/2022,Puducherry,1537187,173185,59,922209,606942,738856,789972,323,42461,1494726,0,29,867182,390541,238994,0,0,0,0,0,0
01/02/2022,Rajasthan,93763394,5838196,7129,52651691,40191304,47670368,45152570,19908,13324921,80420146,18327,914,55486486,20148227,15105618,0,0,0,0,0,0
01/02/2022,Andaman and Nicobar Islands,634815,7350,29,326939,302444,336403,292875,104,24247,610568,0,12,381793,158354,75365,0,0,0,0,0,0
01/02/2022,Odisha,57298577,2437224,2310,32091212,24730615,27965093,28843074,13622,8099019,49193604,5954,872,32651508,14021268,9081711,0,0,0,0,0,0
01/02/2022,Punjab,33955649,5203113,3555,20095595,13648201,18050203,15689001,4587,4113553,29826869,15227,407,19786029,8214172,5482006,0,0,0,0,0,0
01/02/2022,Andaman and Nicobar Islands,634815,7350,29,326939,302444,336403,292875,104,24247,610568,0,12,381793,158354,75365,0,0,0,0,0,0
01/02/2022,Jharkhand,34805946,1404838,2208,21618139,13035351,17636378,17008809,8288,5932992,28862439,10515,2713,22105919,7326374,4327117,0,0,0,0,0,0
01/02/2022,Madhya Pradesh,109745224,2088791,4184,57436786,51612668,56803644,52221358,24413,16312801,93410056,22367,2843,68965057,23311872,13477539,0,0,0,0,0,0
01/02/2022,Bihar,112882492,10818289,9438,64633592,47726489,54984550,57349105,26380,14999428,97870496,12568,486,69169839,22837688,16677608,0,0,0,0,0,0
01/02/2022,Puducherry,1537187,173185,59,922209,606942,738856,789972,323,42461,1494726,0,29,867182,390541,238994,0,0,0,0,0,0
01/02/2022,Sikkim,1069151,10526,33,559939,491698,574981,476262,392,34022,1035129,0,316,709446,213134,121651,0,0,0,0,0,0
01/02/2022,Mizoram,1441963,22555,24,810536,612521,714546,708231,279,46342,1395621,0,1227,895185,315070,188806,0,0,0,0,0,0
01/02/2022,Gujarat,98398920,2981909,5595,51283651,45696410,52929661,44032808,17462,13153439,85213380,32101,2236,58242642,23058187,14088997,0,0,0,0,0,0
01/02/2022,Punjab,33955649,5203113,3555,20095595,13648201,18050203,15689001,4587,4113553,29826869,15227,407,19786029,8214172,5482006,0,0,0,0,0,0
01/02/2022,Telangana,54410771,7067362,3328,30295979,23823173,27279605,26828816,10704,7588043,46679397,143331,4591,32786185,12814569,7544503,0,0,0,0,0,0
01/02/2022,Maharashtra,148570046,5652709,7577,86319603,61313222,78911293,68690710,30757,21518842,126788954,262250,6013,86917148,34377973,24054627,0,0,0,0,0,0
01/02/2022,Himachal Pradesh,11952650,96562,406,6282124,5566291,6104201,5741425,2784,405056,11544620,2974,810,6716707,2902586,2024909,0,0,0,0,0,0
01/02/2022,Uttarakhand,16129608,1138093,1287,8473702,7402299,8142152,7727380,6457,1647275,14478239,4094,549,9964751,3320731,2405172,0,0,0,0,0,0
01/02/2022,Sikkim,1069151,10526,33,559939,491698,574981,476262,392,34022,1035129,0,316,709446,213134,121651,0,0,0,0,0,0
01/02/2022,Odisha,57298577,2437224,2310,32091212,24730615,27965093,28843074,13622,8099019,49193604,5954,872,32651508,14021268,9081711,0,0,0,0,0,0
01/02/2022,Chhattisgarh,33996914,4854626,3218,19333258,14411034,16714789,17025012,4481,4843766,29143429,9719,905,19732542,8743500,4485206,0,0,0,0,0,0
01/02/2022,Ladakh,422020,4673,29,225746,177696,230936,172457,47,10869,411151,0,20,260312,82843,70694,0,0,0,0,0,0
01/02/2022,Kerala,51039670,1461125,1350,27908128,22539823,24075979,26357903,14036,5637945,45329975,71750,3036,24313320,13929706,11707266,0,0,0,0,0,0
01/02/2022,Telangana,54410771,7067362,3328,30295979,23823173,27279605,26828816,10704,7588043,46679397,143331,4591,32786185,12814569,7544503,0,0,0,0,0,0
01/02/2022,Haryana,39366963,2847677,2036,22510290,16706592,21490774,17717556,8542,6553215,32731812,81936,1381,24962085,7954686,5492017,0,0,0,0,0,0
01/02/2022,Madhya Pradesh,109745224,2088791,4184,57436786,51612668,56803644,52221358,24413,16312801,93410056,22367,2843,68965057,23311872,13477539,0,0,0,0,0,0
01/02/2022,Arunachal Pradesh,1574299,31104,69,875759,681606,853300,703724,341,49055,1525244,0,297,1061220,345211,130928,0,0,0,0,0,0
01/02/2022,Tripura,4956728,652109,627,2743216,2167570,2496141,2413889,753,259862,4696866,0,232,2696369,1422352,721915,0,0,0,0,0,0
01/02/2022,Puducherry,1537187,173185,59,922209,606942,738856,789972,323,42461,1494726,0,29,867182,390541,238994,0,0,0,0,0,0
01/02/2022,Meghalaya,2292931,231914,416,1339513,933556,1174083,1098686,300,48189,2244742,0,319,1571494,494801,187702,0,0,0,0,0,0
01/02/2022,Jammu and Kashmir,20531794,985525,1366,10495038,9849474,11226622,9114096,3789,1887459,18644335,0,286,12301281,4889529,2688472,0,0,0,0,0,0
01/02/2022,Chandigarh,1978297,33000,71,1112298,849257,1120847,840352,356,60841,1917456,0,178,1299910,420611,219584,0,0,0,0,0,0
01/02/2022,Nagaland,1471734,64774,94,846689,612182,807831,650798,242,47375,1417421,6938,69,991244,303979,141013,0,0,0,0,0,0
01/02/2022,Uttarakhand,16129608,1138093,1287,8473702,7402299,8142152,7727380,6457,1647275,14478239,4094,549,9964751,3320731,2405172,0,0,0,0,0,0
01/02/2022,Dadra and Nagar Haveli and Daman and Diu,1323155,49055,86,750440,567109,882920,434349,279,40600,1282555,0,0,137,1017534,206836,0,0,0,0,0,0
01/02/2022,Gujarat,98398920,2981909,5595,51283651,45696410,52929661,44032808,17462,13153439,85213380,32101,2236,58242642,23058187,14088997,0,0,0,0,0,0
01/02/2022,Tamil Nadu,94012205,3984351,3469,54643497,39005328,45626811,48003326,18643,13867758,80047364,97083,898,54225992,23752643,13958497,0,0,0,0,0,0
01/02/2022,Mizoram,1441963,22555,24,810536,612521,714546,708231,279,46342,1395621,0,1227,895185,315070,188806,0,0,0,0,0,0
01/02/2022,Sikkim,1069151,10526,33,559939,491698,574981,476262,392,34022,1035129,0,316,709446,213134,121651,0,0,0,0,0,0
01/02/2022,Manipur,2520575,174264,269,1435028,1053375,1283476,1204302,625,71463,2446727,2385,169,1512215,613719,335715,0,0,0,0,0,0
01/02/2022,Rajasthan,93763394,5838196,7129,52651691,40191304,47670368,45152570,19908,13324921,80420146,18327,914,55486486,20148227,15105618,0,0,0,0,0,0
01/02/2022,Meghalaya,2292931,231914,416,1339513,933556,1174083,1098686,300,48189,2244742,0,319,1571494,494801,187702,0,0,0,0,0,0
01/02/2022,Mizoram,1441963,22555,24,810536,612521,714546,708231,279,46342,1395621,0,1227,895185,315070,188806,0,0,0,0,0,0
01/02/2022,Goa,2571056,87757,78,1382044,1168284,1419971,1130087,266,105101,2465955,0,632,1527228,592240,400017,0,0,0,0,0,0
01/02/2022,Rajasthan,93763394,5838196,7129,52651691,40191304,47670368,45152570,19908,13324921,80420146,18327,914,55486486,20148227,15105618,0,0,0,0,0,0
01/02/2022,Assam,41457016,2535407,3053,23181867,18105710,20416889,20864745,5930,5050043,36404575,2398,331,26391815,9752349,4423169,0,0,0,0,0,0
01/02/2022,Bihar,112882492,10818289,9438,64633592,47726489,54984550,57349105,26380,14999428,97870496,12568,486,69169839,22837688,16677608,0,0,0,0,0,0
01/02/2022,Tamil Nadu,94012205,3984351,3469,54643497,39005328,45626811,48003326,18643,13867758,80047364,97083,898,54225992,23752643,13958497,0,0,0,0,0,0
01/02/2022,Haryana,39366963,2847677,2036,22510290,16706592,21490774,17717556,8542,6553215,32731812,81936,1381,24962085,7954686,5492017,0,0,0,0,0,0
01/02/2022,Haryana,39366963,2847677,2036,22510290,16706592,21490774,17717556,8542,6553215,32731812,81936,1381,24962085,7954686,5492017,0,0,0,0,0,0
01/02/2022,Bihar,112882492,10818289,9438,64633592,47726489,54984550,57349105,26380,14999428,97870496,12568,486,69169839,22837688,16677608,0,0,0,0,0,0
01/02/2022,Lakshadweep,115025,17240,10,59381,53669,60310,52734,6,3639,111386,0,17,64975,30232,17016,0,0,0,0,0,0
01/02/2022,Manipur,2520575,174264,269,1435028,1053375,1283476,1204302,625,71463,2446727,2385,169,1512215,613719,335715,0,0,0,0,0,0
01/02/2022,Chhattisgarh,33996914,4854626,3218,19333258,14411034,16714789,17025012,4481,4843766,29143429,9719,905,19732542,8743500,4485206,0,0,0,0,0,0
01/02/2022,Uttar Pradesh,263225739,36083958,17298,157696359,104073775,135198989,126464486,106382,41525764,221646255,53720,2260,165543534,56145115,31744541,0,0,0,0,0,0
01/02/2022,Ladakh,422020,4673,29,225746,177696,230936,172457,47,10869,411151,0,20,260312,82843,70694,0,0,0,0,0,0
01/02/2022,Delhi,29702299,707095,1521,17022432,12387451,16855097,12544578,10184,6826432,22783216,92651,1414,19877056,6071187,2920315,0,0,0,0,0,0
01/02/2022,Bihar,112882492,10818289,9438,64633592,47726489,54984550,57349105,26380,14999428,97870496,12568,486,69169839,22837688,16677608,0,0,0,0,0,0
01/02/2022,Sikkim,1069151,10526,33,559939,491698,574981,476262,392,34022,1035129,0,316,709446,213134,121651,0,0,0,0,0,0
01/02/2022,Nagaland,1471734,64774,94,846689,612182,807831,650798,242,47375,1417421,6938,69,991244,303979,141013,0,0,0,0,0,0
01/02/2022,Andaman and Nicobar Islands,634815,7350,29,326939,302444,336403,292875,104,24247,610568,0,12,381793,158354,75365,0,0,0,0,0,0
01/02/2022,Maharashtra,148570046,5652709,7577,86319603,61313222,78911293,68690710,30757,21518842,126788954,262250,6013,86917148,34377973,24054627,0,0,0,0,0,0
01/02/2022,West Bengal,122571219,3417684,5073,69414158,52167285,59771801,61787413,22106,15078803,107408195,84221,4533,69929915,31533721,18100635,0,0,0,0,0,0
01/02/2022,Nagaland,1471734,64774,94,846689,612182,807831,650798,242,47375,1417421,6938,69,991244,303979,141013,0,0,0,0,0,0
01/02/2022,Odisha,57298577,2437224,2310,32091212,24730615,27965093,28843074,13622,8099019,49193604,5954,872,32651508,14021268,9081711,0,0,0,0,0,0
01/02/2022,Maharashtra,148570046,5652709,7577,86319603,61313222,78911293,68690710,30757,21518842,126788954,262250,6013,86917148,34377973,24054627,0,0,0,0,0,0
01/02/2022,Chandigarh,1978297,33000,71,1112298,849257,1120847,840352,356,60841,1917456,0,178,1299910,420611,219584,0,0,0,0,0,0
01/02/2022,Lakshadweep,115025,17240,10,59381,53669,60310,52734,6,3639,111386,0,17,64975,30232,17016,0,0,0,0,0,0
01/02/2022,Andhra Pradesh,80962112,7427123,3733,42874531,37134859,38472540,41520937,15856,14096540,66801912,63660,800,42587532,23616004,12142046,0,0,0,0,0,0
01/02/2022,Karnataka,95776340,8576446,6130,51702017,43293296,47969173,47009235,16836,13987973,81675905,112462,4412,56365512,22701493,14371100,0,0,0,0,0,0
01/02/2022,West Bengal,122571219,3417684,5073,69414158,52167285,59771801,61787413,22106,15078803,107408195,84221,4533,69929915,31533721,18100635,0,0,0,0,0,0
01/02/2022,Gujarat,98398920,2981909,5595,51283651,45696410,52929661,44032808,17462,13153439,85213380,32101,2236,58242642,23058187,14088997,0,0,0,0,0,0
01/02/2022,Chandigarh,1978297,33000,71,1112298,849257,1120847,840352,356,60841,1917456,0,178,1299910,420611,219584,0,0,0,0,0,0
01/02/2022,Andhra Pradesh,80962112,7427123,3733,42874531,37134859,38472540,41520937,15856,14096540,66801912,63660,800,42587532,23616004,12142046,0,0,0,0,0,0
01/02/2022,Nagaland,1471734,64774,94,846689,612182,807831,650798,242,47375,1417421,6938,69,991244,303979,141013,0,0,0,0,0,0
01/03/2021,Karnataka,833025,31389,5974,611335,221690,0,0,0,6374,604961,0,0,0,0,0,0,0,0,272970,338283,82
01/03/2021,Andaman and Nicobar Islands,7989,149,15,6029,1960,0,0,0,0,6029,0,0,0,0,0,0,0,0,3205,2824,0
01/03/2021,Madhya Pradesh,804378,19366,2035,644716,159662,0,0,0,120373,524343,0,0,0,0,0,0,0,0,356064,288644,8
01/03/2021,Ladakh,10341,222,72,9412,929,0,0,0,39,9373,0,0,0,0,0,0,0,0,6219,3193,0
01/03/2021,Haryana,280181,8436,1678,218515,61666,0,0,0,30352,188163,0,0,0,0,0,0,0,0,128984,89526,5
01/03/2021,Kerala,593333,13924,1580,489113,104220,0,0,0,62561,426552,0,0,0,0,0,0,0,0,173522,315577,14
01/03/2021,Manipur,50565,1230,197,48312,2253,0,0,0,39,48273,0,0,0,0,0,0,0,0,26217,22094,1
01/03/2021,Telangana,419089,14508,2708,291425,127664,0,0,0,44096,247329,0,0,0,0,0,0,0,0,150405,141004,16
01/03/2021,Maharashtra,1187178,26315,1464,1028520,158658,0,0,0,13184,1015336,0,0,0,0,0,0,0,0,557603,470713,204
01/03/2021,Uttarakhand,168604,4490,417,148100,20504,0,0,0,108,147992,0,0,0,0,0,0,0,0,85115,62982,3
01/03/2021,Lakshadweep,1931,66,13,1824,107,0,0,0,4,1820,0,0,0,0,0,0,0,0,1410,414,0
01/03/2021,Goa,22620,856,153,19870,2750,0,0,0,1,19869,0,0,0,0,0,0,0,0,10761,9109,0
01/03/2021,Dadra and Nagar Haveli and Daman and Diu,7978,768,86,7304,674,0,0,0,0,7304,0,0,0,0,0,0,0,0,3984,3320,0
01/03/2021,Tripura,109091,3106,324,88089,21002,0,0,0,46,88043,0,0,0,0,0,0,0,0,54024,34065,0
01/03/2021,Jharkhand,313438,10358,593,289681,23757,0,0,0,27397,262284,0,0,0,0,0,0,0,0,153123,136554,4
01/03/2021,Rajasthan,1010422,22865,4580,789480,220942,0,0,0,167374,622106,0,0,0,0,0,0,0,0,482875,306532,73
01/03/2021,Jammu and Kashmir,238075,8618,700,222388,15687,0,0,0,1125,221263,0,0,0,0,0,0,0,0,175388,46927,73
01/03/2021,West Bengal,1092729,25956,1488,953882,138847,0,0,0,109727,844155,0,0,0,0,0,0,0,0,561866,391908,108
01/03/2021,Meghalaya,43820,1974,245,40214,3606,0,0,0,147,40067,0,0,0,0,0,0,0,0,23340,16870,4
01/03/2021,Tamil Nadu,319966,26394,2544,284640,35326,0,0,0,5222,279418,0,0,0,0,0,0,0,0,120753,163867,20
01/03/2021,Chandigarh,18567,632,28,16927,1640,0,0,0,54,16873,0,0,0,0,0,0,0,0,12147,4780,0
01/03/2021,Nagaland,32408,770,197,27408,5000,0,0,0,229,27179,0,0,0,0,0,0,0,0,20518,6889,1
01/03/2021,Odisha,573828,8384,1397,440537,133291,0,0,0,36845,403692,0,0,0,0,0,0,0,0,201164,239325,48
01/03/2021,Arunachal Pradesh,32865,1431,208,25903,6962,0,0,0,76,25827,0,0,0,0,0,0,0,0,13740,12163,0
01/03/2021,Gujarat,989369,34005,5034,821783,167586,0,0,0,220079,601704,0,0,0,0,0,0,0,0,462137,359598,48
01/03/2021,Delhi,406431,14383,335,367699,38732,0,0,0,71286,296413,0,0,0,0,0,0,0,0,264730,102860,109
01/03/2021,Chhattisgarh,428473,16075,1196,376718,51755,0,0,0,371,376347,0,0,0,0,0,0,0,0,182145,194551,22
01/03/2021,Assam,223134,6861,1025,195376,27758,0,0,0,24400,170976,0,0,0,0,0,0,0,0,81463,113879,34
01/03/2021,Andhra Pradesh,673767,38076,3848,535955,137812,0,0,0,65196,470759,0,0,0,0,0,0,0,0,256973,278935,47
01/03/2021,Sikkim,19112,407,39,17647,1465,0,0,0,170,17477,0,0,0,0,0,0,0,0,10207,7440,0
01/03/2021,Mizoram,27558,890,252,21926,5632,0,0,0,6,21920,0,0,0,0,0,0,0,0,13000,8926,0
01/03/2021,Himachal Pradesh,121420,3406,756,100927,20493,0,0,0,59,100868,0,0,0,0,0,0,0,0,47488,53438,1
01/03/2021,Uttar Pradesh,1668631,31558,7077,1281078,387553,0,0,0,206000,1075078,0,0,0,0,0,0,0,0,741698,539301,79
01/03/2021,Punjab,181693,7934,517,149199,32494,0,0,0,151,149048,0,0,0,0,0,0,0,0,99472,49718,9
01/03/2021,Puducherry,11254,426,33,10049,1205,0,0,0,0,10049,0,0,0,0,0,0,0,0,4872,5175,2
01/03/2021,Bihar,637549,15567,1424,559321,78228,0,0,0,31175,528146,0,0,0,0,0,0,0,0,249136,309882,303
01/03/2022,Lakshadweep,118982,11020,9,59511,56988,62047,54446,6,6689,112293,0,18,66065,30336,17364,0,0,0,0,0,0
01/03/2022,Haryana,41120515,1183778,692,22854844,18027911,22353182,18520537,9026,7582253,33455812,82450,1450,25797954,8103997,5662093,0,0,0,0,0,0
01/03/2022,Andhra Pradesh,85748680,5300538,2173,43054248,41275899,40688974,43624519,16597,16904275,68780712,63693,1304,44325792,23997054,12690158,0,0,0,0,0,0
01/03/2022,Puducherry,1593233,202935,56,931734,649007,762172,818241,328,75376,1517857,0,33,881177,394445,245181,0,0,0,0,0,0
01/03/2022,Uttar Pradesh,289152056,20353852,9060,164708870,122174596,147746948,139021573,114665,53339513,235758101,54441,3351,178966564,59026820,33887863,0,0,0,0,0,0
01/03/2022,Ladakh,443471,1111,3,227078,187492,236236,178284,48,20507,422964,0,20,269790,83870,74266,0,0,0,0,0,0
01/03/2022,Meghalaya,2356091,186352,312,1360763,968106,1200272,1128288,309,72172,2283919,0,321,1607395,499261,190299,0,0,0,0,0,0
01/03/2022,Tamil Nadu,98598701,2898226,2789,55739820,42284166,47745418,50259012,19511,15886913,82613408,98380,932,56291109,24414795,14481101,0,0,0,0,0,0
01/03/2022,Telangana,58369731,5547839,1804,30878842,27020187,29155841,28731724,11437,9329679,48896362,143690,5077,34645788,13271874,7961630,0,0,0,0,0,0
01/03/2022,Arunachal Pradesh,1635190,23467,60,888499,723049,878459,732742,347,84678,1550512,0,298,1088903,348849,133246,0,0,0,0,0,0
01/03/2022,Jammu and Kashmir,21517152,388606,631,10739647,10489590,11692128,9533179,3925,2605191,18911961,0,297,12570818,4922761,2746511,0,0,0,0,0,0
01/03/2022,Andaman and Nicobar Islands,658444,1845,7,328611,320909,346815,302595,109,41034,617410,0,12,388497,159443,76893,0,0,0,0,0,0
01/03/2022,Kerala,52593266,930120,733,28087273,23593164,24666301,26999378,14724,6482875,46038256,72135,3049,24835245,14020736,12019542,0,0,0,0,0,0
01/03/2022,Rajasthan,98801323,1805260,1298,53796569,43716899,50077344,47415050,20924,15892499,82890312,18512,966,57678573,20567102,15661708,0,0,0,0,0,0
01/03/2022,Chhattisgarh,36722826,1729448,808,19646094,16703722,17949515,18395389,4902,6005249,30707843,9734,942,21146946,9065590,4713682,0,0,0,0,0,0
01/03/2022,Jharkhand,36959977,575488,815,22237177,14496628,18611089,18113901,8800,7134729,29814500,10748,2876,23182341,7551888,4493888,0,0,0,0,0,0
